"","day","temp","crime_data_count"
"1257",3,80.2,793
"1258",4,68.9,803
"1259",5,61.5,828
"1260",6,66.1,813
"1261",7,73.3,795
"1262",1,74.8,739
"1263",2,68.6,847
"1264",3,61.3,722
"1265",4,71.6,768
"1266",5,60.8,775
"1267",6,62.8,766
"1268",7,73.5,783
"1269",1,75.2,780
"1270",2,75.3,732
"1271",3,70.2,728
"1272",4,70.7,784
"1273",5,63.1,784
"1274",6,64,723
"1275",7,67.5,797
"1276",1,68.1,751
"1277",2,68.1,748
"1278",3,60.7,888
"1279",4,59.3,757
"1280",5,64.2,768
"1281",6,69.7,845
"1282",7,72.4,898
"1283",1,74.2,757
"1284",2,67.3,701
"1285",3,59.7,718
"1286",4,63.6,671
"1287",5,69,739
"1288",6,70.4,798
"1289",7,73.6,801
"1290",1,75.7,782
"1291",2,76.2,711
"1292",3,65.8,795
"1293",4,66,673
"1294",5,77.3,825
"1295",6,78.7,776
"1296",7,79.4,764
"1297",1,74.5,778
"1298",2,74.9,776
"1299",3,73.6,774
"1300",4,74.4,810
"1301",5,75.2,867
"1302",6,79.5,831
"1303",7,74.7,802
"1304",1,77.2,835
"1305",2,79.4,767
"1306",3,81.3,763
"1307",4,77.1,775
"1308",5,78.2,781
"1309",6,75.5,1044
"1310",7,79.6,822
"1311",1,75.7,729
"1312",2,72.2,761
"1313",3,72.7,772
"1314",4,73.3,809
"1315",5,73.2,839
"1316",6,75.3,849
"1317",7,71.8,745
"1318",1,75.1,808
"1319",2,72.9,791
"1320",3,71.2,760
"1321",4,73.8,784
"1322",5,78.2,808
"1323",6,76.6,824
"1324",7,78.7,865
"1325",1,78.6,741
"1326",2,73.6,762
"1327",3,71.7,793
"1328",4,64.8,838
"1329",5,68.7,858
"1330",6,72.1,845
"1331",7,71.5,806
"1332",1,65,724
"1333",2,63.4,767
"1334",3,61.9,792
"1335",4,63.1,764
"1336",5,65.5,806
"1337",6,67.6,760
"1338",7,68.4,800
"1339",1,71,745
"1340",2,77.7,955
"1341",3,80.3,801
"1342",4,81,875
"1343",5,74.4,815
"1344",6,75.4,765
"1345",7,79.9,818
"1346",1,81.5,808
"1347",2,77,717
"1348",3,70.2,711
"1349",4,64,658
"1350",5,61.9,691
"1351",6,57.6,724
"1352",7,58.1,734
"1353",1,65.3,790
"1354",2,72.9,811
"1355",3,70.5,766
"1356",4,71.7,717
"1357",5,72,791
"1358",6,65.5,792
"1359",7,60.4,811
"1360",1,62.1,735
"1361",2,64.6,776
"1362",3,68.2,833
"1363",4,66.7,716
"1364",5,65.5,810
"1365",6,67,792
"1366",7,67.4,802
"1367",1,69.6,753
"1368",2,64.4,669
"1369",3,56.7,678
"1370",4,55.2,887
"1371",5,55,799
"1372",6,52.1,708
"1373",7,51.9,653
"1374",1,57,755
"1375",2,60.2,752
"1376",3,62,718
"1377",4,61.7,701
"1378",5,60.4,795
"1379",6,53.2,728
"1380",7,61.5,735
"1381",1,67.1,730
"1382",2,55.7,741
"1383",3,52.3,764
"1384",4,54.8,816
"1385",5,48.9,734
"1386",6,42.5,706
"1387",7,44.6,675
"1388",1,54.9,788
"1389",2,63.7,785
"1390",3,62.7,794
"1391",4,59.8,774
"1392",5,55,777
"1393",6,61.8,765
"1394",7,51.3,728
"1395",1,49.2,781
"1396",2,53.2,651
"1397",3,52.7,682
"1398",4,40.6,669
"1399",5,45.5,776
"1400",6,46.8,721
"1401",7,52.7,992
"1402",1,57.9,785
"1403",2,58.4,749
"1404",3,57.5,791
"1405",4,63.8,754
"1406",5,55.5,747
"1407",6,44.3,691
"1408",7,40.8,705
"1409",1,41.7,684
"1410",2,45.1,640
"1411",3,47.9,686
"1412",4,48.4,693
"1413",5,41.7,679
"1414",6,38.9,696
"1415",7,52.5,722
"1416",1,51.6,744
"1417",2,51,667
"1418",3,58.4,683
"1419",4,44.6,696
"1420",5,35.9,714
"1421",6,31.9,528
"1422",7,19.1,520
"1423",1,28.4,650
"1424",2,31.6,607
"1425",3,38.3,620
"1426",4,52,589
"1427",5,45.5,613
"1428",6,34.7,658
"1429",7,32.7,612
"1430",1,40.1,666
"1431",2,41.6,795
"1432",3,34.8,716
"1433",4,33,710
"1434",5,36.6,700
"1435",6,35.8,707
"1436",7,35.8,687
"1437",1,33.7,689
"1438",2,40,733
"1439",3,46,685
"1440",4,48.3,690
"1441",5,45.9,742
"1442",6,49.7,752
"1443",7,55,650
"1444",1,54.7,739
"1445",2,41.3,793
"1446",3,43.3,722
"1447",4,33.4,728
"1448",5,27.7,653
"1449",6,23.3,666
"1450",7,34.2,693
"1451",1,46.3,650
"1452",2,39.3,694
"1453",3,47.1,754
"1454",4,42.1,675
"1455",5,38.5,498
"1456",6,39.1,640
"1457",7,38.4,627
"1458",1,33.5,516
"1459",2,33.5,624
"1460",3,28.8,603
"1461",4,27,610
"1462",5,23.4,1156
"1463",6,27,576
"1464",7,26.8,618
"1465",1,26.9,626
"1466",2,25.5,627
"1467",3,28.3,626
"1468",4,36,706
"1469",5,38.5,742
"1470",6,37.1,650
"1471",7,19,597
"1472",1,5.1,513
"1473",2,14,548
"1474",3,6.7,654
"1475",4,30.6,734
"1476",5,39.9,733
"1477",6,28.4,651
"1478",7,7.5,537
"1479",1,0.6,515
"1480",2,5.8,610
"1481",3,16.7,619
"1482",4,19,634
"1483",5,23.7,701
"1484",6,27.8,722
"1485",7,27.1,675
"1486",1,30.6,744
"1487",2,32.7,640
"1488",3,27.6,669
"1489",4,34.1,751
"1490",5,28.3,746
"1491",6,37.5,742
"1492",7,42.2,665
"1493",1,36,852
"1494",2,34.5,614
"1495",3,35.6,682
"1496",4,26.7,670
"1497",5,28.9,660
"1498",6,30.5,695
"1499",7,37.6,617
"1500",1,30.9,570
"1501",2,19.3,545
"1502",3,13.6,565
"1503",4,13,582
"1504",5,19.1,646
"1505",6,9.4,597
"1506",7,13.9,514
"1507",1,20.7,553
"1508",2,27.5,625
"1509",3,28.4,641
"1510",4,29.6,681
"1511",5,47.5,775
"1512",6,49.1,702
"1513",7,39.6,706
"1514",1,35.1,639
"1515",2,35.6,630
"1516",3,34.8,578
"1517",4,33.4,699
"1518",5,31.1,740
"1519",6,36.7,691
"1520",7,51.7,624
"1521",1,40.8,646
"1522",2,28.3,817
"1523",3,20.6,607
"1524",4,30.1,616
"1525",5,30.1,702
"1526",6,33.5,699
"1527",7,38.8,714
"1528",1,51.3,795
"1529",2,61.8,723
"1530",3,61.1,679
"1531",4,49,716
"1532",5,42.7,733
"1533",6,43.3,746
"1534",7,46.8,628
"1535",1,46.9,684
"1536",2,49.5,713
"1537",3,52.6,745
"1538",4,47.4,738
"1539",5,41.3,791
"1540",6,38.5,699
"1541",7,36.8,685
"1542",1,38.4,699
"1543",2,47.8,722
"1544",3,41.6,686
"1545",4,37.1,677
"1546",5,34.5,716
"1547",6,40.1,735
"1548",7,46.9,631
"1549",1,45.1,741
"1550",2,43.7,739
"1551",3,48.9,716
"1552",4,59.8,754
"1553",5,44.9,826
"1554",6,35.2,651
"1555",7,40.1,706
"1556",1,40.6,660
"1557",2,33.5,675
"1558",3,44.5,660
"1559",4,40,742
"1560",5,36.9,626
"1561",6,30,689
"1562",7,37.1,704
"1563",1,47.7,676
"1564",2,39.7,701
"1565",3,42.7,714
"1566",4,47.7,690
"1567",5,53.5,811
"1568",6,57.6,734
"1569",7,62.5,708
"1570",1,65.7,738
"1571",2,54,703
"1572",3,58.1,689
"1573",4,61.6,714
"1574",5,51.2,729
"1575",6,47.6,693
"1576",7,56.2,755
"1577",1,69,758
"1578",2,53.4,693
"1579",3,44,661
"1580",4,44.9,731
"1581",5,44.3,719
"1582",6,44.8,605
"1583",7,45.2,819
"1584",1,49.3,757
"1585",2,52.8,736
"1586",3,52.3,682
"1587",4,48.8,697
"1588",5,59.2,794
"1589",6,64.6,743
"1590",7,55,729
"1591",1,55.9,731
"1592",2,54.2,713
"1593",3,58.2,758
"1594",4,61.2,690
"1595",5,57.6,808
"1596",6,46.3,723
"1597",7,45,739
"1598",1,55.7,782
"1599",2,54.3,692
"1600",3,52,801
"1601",4,55.2,764
"1602",5,58.5,804
"1603",6,62.5,792
"1604",7,66.2,750
"1605",1,66.1,782
"1606",2,71.9,803
"1607",3,75.9,720
"1608",4,71.1,766
"1609",5,74.2,800
"1610",6,73,791
"1611",7,71.8,798
"1612",1,74.5,820
"1613",2,72.6,756
"1614",3,68.1,935
"1615",4,70.1,800
"1616",5,70.1,822
"1617",6,68.8,827
"1618",7,68.2,777
"1619",1,71.2,792
"1620",2,63.3,754
"1621",3,60.7,744
"1622",4,61,725
"1623",5,73.8,765
"1624",6,82.4,816
"1625",7,71.4,850
"1626",1,67.9,794
"1627",2,74.1,835
"1628",3,78.4,790
"1629",4,74.4,821
"1630",5,70.8,829
"1631",6,74.3,763
"1632",7,77.7,811
"1633",1,83.4,858
"1634",2,75.5,824
"1635",3,71.8,749
"1636",4,70.3,801
"1637",5,70.9,807
"1638",6,76.7,813
"1639",7,81.3,774
"1640",1,79.6,771
"1641",2,68.2,767
"1642",3,66.8,804
"1643",4,69.4,847
"1644",5,68.5,959
"1645",6,65.5,756
"1646",7,68,782
"1647",1,70.8,847
"1648",2,75.5,895
"1649",3,77.4,742
"1650",4,76.8,790
"1651",5,75.9,790
"1652",6,73.1,729
"1653",7,72.4,760
"1654",1,78.3,701
"1655",2,81.1,780
"1656",3,77.8,726
"1657",4,76,769
"1658",5,70.8,846
"1659",6,67.3,780
"1660",7,70.5,789
"1661",1,78.6,799
"1662",2,78.6,791
"1663",3,78.8,824
"1664",4,81,784
"1665",5,79.2,791
"1666",6,84.6,813
"1667",7,78.5,790
"1668",1,79,827
"1669",2,78.9,877
"1670",3,79.3,795
"1671",4,76.8,774
"1672",5,73.2,801
"1673",6,72.3,927
"1674",7,72.7,813
"1675",1,74.7,880
"1676",2,77.2,791
"1677",3,79.6,772
"1678",4,80.7,793
"1679",5,78.2,862
"1680",6,75.7,828
"1681",7,74.7,838
"1682",1,76.9,803
"1683",2,77.7,725
"1684",3,80.4,722
"1685",4,81.7,852
"1686",5,79.9,746
"1687",6,77,826
"1688",7,76.7,842
"1689",1,74.5,842
"1690",2,76.5,816
"1691",3,77,862
"1692",4,76.9,767
"1693",5,75.3,793
"1694",6,74.7,844
"1695",7,66.4,786
"1696",1,67.1,728
"1697",2,70.5,752
"1698",3,74.9,823
"1699",4,76.4,770
"1700",5,72.4,803
"1701",6,73.6,819
"1702",7,76.9,805
"1703",1,75.7,882
"1704",2,75.6,755
"1705",3,72.9,779
"1706",4,67.2,1033
"1707",5,67.6,799
"1708",6,67.9,830
"1709",7,69,779
"1710",1,73.2,821
"1711",2,82.2,761
"1712",3,82.5,723
"1713",4,76.3,794
"1714",5,73.8,818
"1715",6,68.8,767
"1716",7,64.7,758
"1717",1,66.5,793
"1718",2,72.2,786
"1719",3,69.4,820
"1720",4,68.2,823
"1721",5,72,806
"1722",6,73.9,834
"1723",7,69.1,781
"1724",1,71.4,712
"1725",2,74.8,792
"1726",3,70.2,731
"1727",4,71.4,831
"1728",5,71.7,843
"1729",6,68.5,833
"1730",7,71.7,809
"1731",1,65.9,764
"1732",2,60.1,735
"1733",3,56,634
"1734",4,60.7,702
"1735",5,61.8,772
"1736",6,61,860
"1737",7,59.7,707
"1738",1,61.9,772
"1739",2,65.2,743
"1740",3,68.7,805
"1741",4,65.8,754
"1742",5,65.2,863
"1743",6,52.4,715
"1744",7,55.9,682
"1745",1,56,723
"1746",2,63,697
"1747",3,62.3,745
"1748",4,47.9,693
"1749",5,50.2,821
"1750",6,58,823
"1751",7,68.5,789
"1752",1,71.8,817
"1753",2,73.9,774
"1754",3,60.4,712
"1755",4,54.8,717
"1756",5,47.7,760
"1757",6,46.6,773
"1758",7,55,785
"1759",1,53.7,769
"1760",2,46,736
"1761",3,47.8,698
"1762",4,47.6,729
"1763",5,48.9,802
"1764",6,65.8,831
"1765",7,54.5,786
"1766",1,47.9,867
"1767",2,65.3,910
"1768",3,62.3,749
"1769",4,56,783
"1770",5,52.8,783
"1771",6,54.7,821
"1772",7,56.1,753
"1773",1,53.8,737
"1774",2,55.7,644
"1775",3,49.5,680
"1776",4,49.4,723
"1777",5,49.4,797
"1778",6,41.8,781
"1779",7,44.6,660
"1780",1,48.4,670
"1781",2,46,712
"1782",3,48.1,770
"1783",4,54.6,810
"1784",5,62,794
"1785",6,37.9,676
"1786",7,29.2,663
"1787",1,30.1,683
"1788",2,32.8,722
"1789",3,39.8,699
"1790",4,40.3,534
"1791",5,37.3,689
"1792",6,37.8,719
"1793",7,37.8,693
"1794",1,44.1,693
"1795",2,49.7,698
"1796",3,40.8,697
"1797",4,37.5,821
"1798",5,37.4,833
"1799",6,33.3,758
"1800",7,31.5,595
"1801",1,31.9,676
"1802",2,32.9,688
"1803",3,26.2,660
"1804",4,21.3,606
"1805",5,22.9,668
"1806",6,20.1,612
"1807",7,26,512
"1808",1,25.2,629
"1809",2,15,574
"1810",3,9.6,610
"1811",4,3.9,580
"1812",5,11.7,695
"1813",6,20.4,614
"1814",7,11.3,526
"1815",1,-0.6,660
"1816",2,19.6,693
"1817",3,26,728
"1818",4,34.1,702
"1819",5,30.6,728
"1820",6,34.9,604
"1821",7,33.3,487
"1822",1,45.1,647
"1823",2,28,663
"1824",3,29.6,722
"1825",4,33.6,647
"1826",5,29.3,742
"1827",6,35.5,13
