"","day","temp","crime_data_count"
"532",6,66.7,0.63265306122449
"533",7,76.4,0.673469387755102
"534",1,77.4,0.719211822660099
"535",2,62.7,0.654468684025334
"536",3,63.5,0.633356790992259
"537",4,71.2,0.681914144968332
"538",5,74.8,0.636171710063336
"539",6,73.1,0.648838845883181
"540",7,75.9,0.625615763546798
"541",1,76.4,0.580577058409571
"542",2,73,0.642505277973258
"543",3,72.9,0.670654468684025
"544",4,75.7,0.61576354679803
"545",5,74.7,0.640394088669951
"546",6,68,0.635467980295567
"547",7,67.7,0.657283603096411
"548",1,68.3,0.759324419422942
"549",2,64.6,0.619282195636875
"550",3,64.1,0.618578465869106
"551",4,69.1,0.665728360309641
"552",5,73.9,0.695988740323716
"553",6,75.3,0.62420830401126
"554",7,77.2,0.635467980295567
"555",1,78.4,0.622097114707952
"556",2,79.7,0.622097114707952
